Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Boericke and Tafel Hair Growth Oil,200 ml,₹180,₹167,https://www.1mg.com/otc/boericke-and-tafel-hair-growth-oil-otc388296
Dr. Reckeweg Rauwolfia Serp Mother Tincture Q,20 ml,₹360,₹303,https://www.1mg.com/otc/dr.-reckeweg-rauwolfia-serp-mother-tincture-q-otc327530
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 6X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-muriaticum-biochemic-tablet-6x-otc695234
Allen Xcite Dum Drop,30 ml,₹399,₹331,https://www.1mg.com/otc/allen-xcite-dum-drop-otc330390
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Allen A82 Premature Greying Of Hair Drop,30 ml,₹170,₹156,https://www.1mg.com/otc/allen-a82-premature-greying-of-hair-drop-otc330331
SBL Acidum Phosphoricum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-acidum-phosphoricum-dilution-30-ch-otc338402
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Nuphar Lutea Mother Tincture Q,30 ml,₹330,₹291,https://www.1mg.com/otc/sbl-nuphar-lutea-mother-tincture-q-otc338439
Bhargava Garcinia Cambogia Drop,30 ml,₹385,₹266,https://www.1mg.com/otc/bhargava-garcinia-cambogia-drop-otc388385
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 6X,NA,₹720,₹516,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-6x-otc695198
Dr. Reckeweg Phytolacca Berry Mother Tincture Q,20 ml,₹315,₹290,https://www.1mg.com/otc/dr.-reckeweg-phytolacca-berry-mother-tincture-q-otc327404
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Bakson's Homeopathy Mig Aid Tablet,200 tablets,₹500,₹341,https://www.1mg.com/otc/bakson-s-homeopathy-mig-aid-tablet-otc502878
Bakson's Homeopathy Calcarea Fluorica Biochemic Tablet 12X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-fluorica-biochemic-tablet-12x-otc697440
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr Willmar Schwabe Germany Essentia Aurea Gold Drop,20 ml,₹330,₹317,https://www.1mg.com/otc/dr-willmar-schwabe-germany-essentia-aurea-gold-drop-otc327186
Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 6X,NA,₹720,₹696,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-phosphoricum-biochemic-tablet-6x-otc695243
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Quality Globules (Grade Sugar 30),450 gm,NA,MRP₹200,https://www.1mg.com/otc/sbl-quality-globules-grade-sugar-30-otc342087
Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 30X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-30x-otc695194
ADEL 26 Oss-Regen Drop,20 ml,₹310,₹265,https://www.1mg.com/otc/adel-26-oss-regen-drop-otc326094
Homoeo Laboratories Den-Tonic Teething Pills,10 gm,₹100,₹89,https://www.1mg.com/otc/homoeo-laboratories-den-tonic-teething-pills-otc498886
Bakson's Homeopathy Biocombination 28 Tablet,NA,₹720,₹696,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-28-tablet-otc694739
SBL Colocynthis Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/sbl-colocynthis-dilution-200-ch-otc346213
Bakson's Homeopathy Biocombination 20 Tablet,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-20-tablet-otc694686
Bjain Chelidonium Majus Mother Tincture Q,100 ml,₹345,₹248,https://www.1mg.com/otc/bjain-chelidonium-majus-mother-tincture-q-otc445348
Hapdco Calendula Plus Lotion,100 ml,₹135,₹130,https://www.1mg.com/otc/hapdco-calendula-plus-lotion-otc357808
SBL Plantago Major Mother Tincture Q,30 ml,₹105,₹91,https://www.1mg.com/otc/sbl-plantago-major-mother-tincture-q-otc338430
Medisynth Gasgan Pill,25 gm,₹125,₹114,https://www.1mg.com/otc/medisynth-gasgan-pill-otc339286
SBL Drops No. 6 (For Joint Pain),30 ml,₹185,₹151,https://www.1mg.com/otc/sbl-drops-no.-6-for-joint-pain-otc329041
Bakson's Homeopathy Magnesium Phosphoricum Biochemic Tablet 30X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-magnesium-phosphoricum-biochemic-tablet-30x-otc695221
Similia Aconite Dilution 200 CH,30 ml,₹105,₹98,https://www.1mg.com/otc/similia-aconite-dilution-200-ch-otc611734
Np's Rumarth Tablet,30 gm,₹125,₹116,https://www.1mg.com/otc/np-s-rumarth-tablet-otc671024
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Medisynth Kofeez Cough Syrup,120 ml,₹120,₹103,https://www.1mg.com/otc/medisynth-kofeez-cough-syrup-otc672709
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Bakson's Homeopathy Kof Aid Plus Cough Syrup,450 ml,₹270,₹153,https://www.1mg.com/otc/bakson-s-homeopathy-kof-aid-plus-cough-syrup-otc659093
ADEL 23 Ricura Drop,20 ml,₹310,₹303,https://www.1mg.com/otc/adel-23-ricura-drop-otc326097
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Bio-Combination 4 Tablet,25 gm,₹110,₹95,https://www.1mg.com/otc/sbl-bio-combination-4-tablet-otc331020
Dr. Reckeweg Jaborandi Mother Tincture Q,20 ml,₹270,₹243,https://www.1mg.com/otc/dr.-reckeweg-jaborandi-mother-tincture-q-otc327599
Dr. Reckeweg Hydrangea Mother Tincture Q,20 ml,₹360,₹317,https://www.1mg.com/otc/dr.-reckeweg-hydrangea-mother-tincture-q-otc327610
Bakson's Homeopathy AC#9 Tablet,200 tablets,₹500,₹442,https://www.1mg.com/otc/bakson-s-homeopathy-ac-9-tablet-otc502623
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr. Reckeweg Ferrum Phosphoricum Biochemic Tablet 6X,20 gm,₹200,₹152,https://www.1mg.com/otc/dr.-reckeweg-ferrum-phosphoricum-biochemic-tablet-6x-otc327880
Dr. Reckeweg Ginkgo Biloba Mother Tincture Q,20 ml,₹390,₹343,https://www.1mg.com/otc/dr.-reckeweg-ginkgo-biloba-mother-tincture-q-otc327740
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe Germany Calcarea Phosphorica Biochemic Tablet 6X,20 gm,₹180,₹142,https://www.1mg.com/otc/dr-willmar-schwabe-germany-calcarea-phosphorica-biochemic-tablet-6x-otc516300
SBL Drops No. 9 ( For Cough),30 ml,₹185,₹158,https://www.1mg.com/otc/sbl-drops-no.-9-for-cough-otc339778
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr Willmar Schwabe India Tribulus Terrestris Mother Tincture Q,30 ml,₹110,₹98,https://www.1mg.com/otc/dr-willmar-schwabe-india-tribulus-terrestris-mother-tincture-q-otc391564
Dr. Reckeweg R46 Rheumatism Of Forearms And Hands Drop,22 ml,₹285,₹244,https://www.1mg.com/otc/dr.-reckeweg-r46-rheumatism-of-forearms-and-hands-drop-otc326021
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Similia Moringa Oleifera Mother Tincture Q,30 ml,₹180,₹174,https://www.1mg.com/otc/similia-moringa-oleifera-mother-tincture-q-otc693735
ADEL 55 Tinal Spondylitis Drop,20 ml,₹310,₹295,https://www.1mg.com/otc/adel-55-tinal-spondylitis-drop-otc723940
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Dr. Reckeweg R87 Anti Bacterial Drop,30 ml,₹330,₹320,https://www.1mg.com/otc/dr.-reckeweg-r87-anti-bacterial-drop-otc326038
Dr. Reckeweg R54 Memory Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r54-memory-drop-otc326014
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Kali Bichromicum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-kali-bichromicum-dilution-200-ch-otc348028
SBL Pothos Foetidus Mother Tincture Q,30 ml,₹365,₹288,https://www.1mg.com/otc/sbl-pothos-foetidus-mother-tincture-q-otc338428
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Medisynth Kofeez Cough Syrup,450 ml,₹320,₹291,https://www.1mg.com/otc/medisynth-kofeez-cough-syrup-otc787812
Medisynth Diabekoll Non-Sugar Syrup,450 ml,₹320,₹251,https://www.1mg.com/otc/medisynth-diabekoll-non-sugar-syrup-otc789787
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
ADEL 13 Fattex Drop,20 ml,₹295,₹230,https://www.1mg.com/otc/adel-13-fattex-drop-otc326108
Bakson B69 Sciatica Drop,30 ml,₹185,₹136,https://www.1mg.com/otc/bakson-b69-sciatica-drop-otc388126
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
SBL Acid Nitricum Dilution 30 CH,30 ml,₹100,₹95,https://www.1mg.com/otc/sbl-acid-nitricum-dilution-30-ch-otc338400
Dr Willmar Schwabe India Arnica Montana Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-arnica-montana-dilution-200-ch-otc372636
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Acid Chryso Ointment,25 gm,₹75,₹70.5,https://www.1mg.com/otc/sbl-acid-chryso-ointment-otc330970
Dr Willmar Schwabe India Nisikind Globules,10 gm,₹125,₹85,https://www.1mg.com/otc/dr-willmar-schwabe-india-nisikind-globules-otc327660
Wheezal Sarsa Syrup,450 ml,₹350,₹294,https://www.1mg.com/otc/wheezal-sarsa-syrup-otc715855
SBL Sabal Serrulata Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-sabal-serrulata-dilution-30-ch-otc348627
Dr. Reckeweg R36 Nerves Disease Drop,22 ml,₹285,₹259,https://www.1mg.com/otc/dr.-reckeweg-r36-nerves-disease-drop-otc326036
Bakson's Homeopathy Wart Aid Tablet,75 tablets,₹215,₹170,https://www.1mg.com/otc/bakson-s-homeopathy-wart-aid-tablet-otc326041
Bakson's Homeopathy Compound # 46 Slim Tablet,100 tablets,₹135,₹117,https://www.1mg.com/otc/bakson-s-homeopathy-compound-46-slim-tablet-otc503002
SBL Stobal Cough Syrup,60 ml,₹70,₹66.2,https://www.1mg.com/otc/sbl-stobal-cough-syrup-otc328986
Dr Willmar Schwabe India Tussistin Plus Cough Syrup With Ginger,100 ml,₹115,₹72,https://www.1mg.com/otc/dr-willmar-schwabe-india-tussistin-plus-cough-syrup-with-ginger-otc407065
Dr Willmar Schwabe India Avena Sativa Mother Tincture Q,30 ml,₹115,₹98,https://www.1mg.com/otc/dr-willmar-schwabe-india-avena-sativa-mother-tincture-q-otc390792
SBL Colocynthis Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/sbl-colocynthis-dilution-30-ch-otc338341
SBL Kali Phosphoricum Biochemic Tablet 12X,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-kali-phosphoricum-biochemic-tablet-12x-otc331043
SBL Sepia Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-sepia-dilution-30-ch-otc338225
SBL Bio-Combination 5 Tablet,25 gm,₹110,₹101,https://www.1mg.com/otc/sbl-bio-combination-5-tablet-otc331022
Bjain Crataegus Oxyacantha Mother Tincture Q,100 ml,₹195,₹127,https://www.1mg.com/otc/bjain-crataegus-oxyacantha-mother-tincture-q-otc445534
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr Willmar Schwabe India Berberis Pentarkan Tablet,20 gm,₹185,₹150,https://www.1mg.com/otc/dr-willmar-schwabe-india-berberis-pentarkan-tablet-otc328680
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
SBL Caladium Seguinum Dilution 1000 CH,30 ml,₹140,₹124,https://www.1mg.com/otc/sbl-caladium-seguinum-dilution-1000-ch-otc346067
Bakson's Homeopathy Mig Aid Tablet,75 tablets,₹215,₹181,https://www.1mg.com/otc/bakson-s-homeopathy-mig-aid-tablet-otc327318
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Bakson's Homeopathy Nasal Aid Spray,10 ml,₹105,₹93.5,https://www.1mg.com/otc/bakson-s-homeopathy-nasal-aid-spray-otc326068
SBL Calendula Gel,25 gm,₹75,₹69.8,https://www.1mg.com/otc/sbl-calendula-gel-otc330990
New Life NL-4 Gall-B-Tone Drop,30 ml,₹160,₹152,https://www.1mg.com/otc/new-life-nl-4-gall-b-tone-drop-otc489178
Dr Willmar Schwabe India Nux Vomica Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/dr-willmar-schwabe-india-nux-vomica-dilution-200-ch-otc394789
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
ADEL 44 Venorbis Drop,20 ml,₹295,₹219,https://www.1mg.com/otc/adel-44-venorbis-drop-otc326083
Dr Willmar Schwabe India Hertone Syrup Sugar Free,100 ml,₹240,₹216,https://www.1mg.com/otc/dr-willmar-schwabe-india-hertone-syrup-sugar-free-otc556657
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr. Reckeweg Antimonium Tart Dilution 30 CH,11 ml,₹145,₹121,https://www.1mg.com/otc/dr.-reckeweg-antimonium-tart-dilution-30-ch-otc326900
Dr. Reckeweg Bio-Combination 19 (BC 19) Tablet,20 gm,₹200,₹176,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-19-bc-19-tablet-otc326265
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr. Reckeweg Titanium Trituration Tablet 3X,20 gm,₹255,₹240,https://www.1mg.com/otc/dr.-reckeweg-titanium-trituration-tablet-3x-otc326927
Dr. Reckeweg R60 Blood Purifier Drop,22 ml,₹285,₹263,https://www.1mg.com/otc/dr.-reckeweg-r60-blood-purifier-drop-otc326005
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr Willmar Schwabe Germany Serum Anguillae Dilution 6X,20 ml,₹310,₹291,https://www.1mg.com/otc/dr-willmar-schwabe-germany-serum-anguillae-dilution-6x-otc672422
SBL Spongia Tosta Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-spongia-tosta-dilution-200-ch-otc348727
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
ADEL 79 Ferrodona Tonic,250 ml,NA,MRP₹870,https://www.1mg.com/otc/adel-79-ferrodona-tonic-otc327719
SBL Mercurius Solubilis Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-mercurius-solubilis-dilution-200-ch-otc348311
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr Willmar Schwabe India Tussikind Tablet,10 gm,₹145,₹132,https://www.1mg.com/otc/dr-willmar-schwabe-india-tussikind-tablet-otc327657
Dr. Reckeweg R81 Analgesic Drop,22 ml,₹285,₹254,https://www.1mg.com/otc/dr.-reckeweg-r81-analgesic-drop-otc327384
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Medisynth Alfamalt Forte Malt,450 gm,₹300,₹278,https://www.1mg.com/otc/medisynth-alfamalt-forte-malt-otc356954
SBL Causticum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-causticum-dilution-30-ch-otc338354
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
SBL Argentum Nitricum Dilution 30 CH,30 ml,₹100,₹80,https://www.1mg.com/otc/sbl-argentum-nitricum-dilution-30-ch-otc338375
SBL Wiesbaden Dilution 30 CH,30 ml,₹100,₹92,https://www.1mg.com/otc/sbl-wiesbaden-dilution-30-ch-otc348695
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Hapdco Aqui Plus Face Wash,50 ml,₹99,₹85,https://www.1mg.com/otc/hapdco-aqui-plus-face-wash-otc357742
SBL Ferrumsip Syrup,180 ml,₹190,₹177,https://www.1mg.com/otc/sbl-ferrumsip-syrup-otc328997
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
ADEL 20 Proaller Drop,20 ml,₹310,₹247,https://www.1mg.com/otc/adel-20-proaller-drop-otc326099
Wheezal WL28 Piles Drop,30 ml,₹175,₹159,https://www.1mg.com/otc/wheezal-wl28-piles-drop-otc387902
SBL Hydrastis Canadensis Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-hydrastis-canadensis-dilution-30-ch-otc347870
Bhargava Angel Gloss Complexion Cream,30 gm,₹110,₹101,https://www.1mg.com/otc/bhargava-angel-gloss-complexion-cream-otc327592
New Life Bach Flower White Chestnut 30,30 ml,₹125,₹116,https://www.1mg.com/otc/new-life-bach-flower-white-chestnut-30-otc386636
Dr Willmar Schwabe India Alpha - TS Drop,30 ml,₹125,₹110,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-ts-drop-otc325917
SBL Aesculus Hippocastanum Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-aesculus-hippocastanum-dilution-200-ch-otc345708
SBL Symphytum Officinale Mother Tincture Q,30 ml,₹150,₹114,https://www.1mg.com/otc/sbl-symphytum-officinale-mother-tincture-q-otc338413
Bakson's Homeopathy Phytolacca Berry Tablet,200 tablets,₹500,₹450,https://www.1mg.com/otc/bakson-s-homeopathy-phytolacca-berry-tablet-otc502895
Dr Willmar Schwabe India Aspidosperma Mother Tincture Q,30 ml,₹220,₹213,https://www.1mg.com/otc/dr-willmar-schwabe-india-aspidosperma-mother-tincture-q-otc390789
Dr. Reckeweg Pulsatilla Dilution 30 CH,11 ml,₹145,₹140,https://www.1mg.com/otc/dr.-reckeweg-pulsatilla-dilution-30-ch-otc326477
SBL Homeodent Tooth Paste Gel,100 gm,NA,MRP₹75,https://www.1mg.com/otc/sbl-homeodent-tooth-paste-gel-otc330964
SBL Dibonil Tablet,25 gm,₹165,₹148,https://www.1mg.com/otc/sbl-dibonil-tablet-otc326102
SBL Symphytum Officinale Dilution 200 CH,30 ml,₹115,₹98,https://www.1mg.com/otc/sbl-symphytum-officinale-dilution-200-ch-otc348814
Allen A89 Cholesterol Drop,30 ml,₹170,₹158,https://www.1mg.com/otc/allen-a89-cholesterol-drop-otc330355
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Aurum Muriaticum Natronatum Trituration Tablet 3X,25 gm,₹300,₹291,https://www.1mg.com/otc/sbl-aurum-muriaticum-natronatum-trituration-tablet-3x-otc339037
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
SBL Conium Maculatum Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-conium-maculatum-dilution-200-ch-otc346425
Dr Willmar Schwabe India Justicia Adhatoda Mother Tincture Q,30 ml,₹110,₹91,https://www.1mg.com/otc/dr-willmar-schwabe-india-justicia-adhatoda-mother-tincture-q-otc391207
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr. Reckeweg Urtica Urens Mother Tincture Q,20 ml,₹270,₹258,https://www.1mg.com/otc/dr.-reckeweg-urtica-urens-mother-tincture-q-otc327130
Dr. Reckeweg Ruta Graveolens Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-ruta-graveolens-dilution-200-ch-otc331692
Bakson's Homeopathy Calendula Ointment,25 gm,₹75,₹68,https://www.1mg.com/otc/bakson-s-homeopathy-calendula-ointment-otc327242
SBL Antimonium Tartaricum Dilution 200 CH,30 ml,₹115,₹99,https://www.1mg.com/otc/sbl-antimonium-tartaricum-dilution-200-ch-otc345892
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr Willmar Schwabe India Syzygium Jambolanum Trituration Tablet 1X,20 gm,₹175,₹168,https://www.1mg.com/otc/dr-willmar-schwabe-india-syzygium-jambolanum-trituration-tablet-1x-otc325930
SBL Graphites Ointment,25 gm,₹75,₹66.8,https://www.1mg.com/otc/sbl-graphites-ointment-otc330997
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Orthomuv Massage Oil,60 ml,₹100,₹98.5,https://www.1mg.com/otc/sbl-orthomuv-massage-oil-otc329001
Dr. Reckeweg Aspidosperma Mother Tincture Q,20 ml,₹360,₹338,https://www.1mg.com/otc/dr.-reckeweg-aspidosperma-mother-tincture-q-otc327797
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Bhargava Thunder-M Tablet,30 tablets,₹293,₹272,https://www.1mg.com/otc/bhargava-thunder-m-tablet-otc327418
SBL Natrum Muriaticum Dilution 200 CH,30 ml,₹115,₹98,https://www.1mg.com/otc/sbl-natrum-muriaticum-dilution-200-ch-otc348399
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,11 ml,₹145,₹114,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-30-ch-otc326754
SBL Phytolacca Berry Tablet,25 gm,₹155,₹150,https://www.1mg.com/otc/sbl-phytolacca-berry-tablet-otc330968
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Alfalfa Tonic Paediatric,180 ml,₹175,₹161,https://www.1mg.com/otc/sbl-alfalfa-tonic-paediatric-otc328980
Bjain Phytolacca Berry Mother Tincture Q,100 ml,₹505,₹378,https://www.1mg.com/otc/bjain-phytolacca-berry-mother-tincture-q-otc445305
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr. Reckeweg Hepar Sulphur Dilution 200 CH,11 ml,₹170,₹156,https://www.1mg.com/otc/dr.-reckeweg-hepar-sulphur-dilution-200-ch-otc335107
SBL Homeodent Saunf Toothpaste,100 gm,₹75,₹74,https://www.1mg.com/otc/sbl-homeodent-saunf-toothpaste-otc328968
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Nuphar Lutea Mother Tincture Q,30 ml,₹275,₹252,https://www.1mg.com/otc/dr-willmar-schwabe-india-nuphar-lutea-mother-tincture-q-otc391411
Bakson's Homeopathy Aloevera Calendula Cream,500 gm,₹485,₹396,https://www.1mg.com/otc/bakson-s-homeopathy-aloevera-calendula-cream-otc400431
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Bakson's Homeopathy S-Cure Cream,30 gm,₹95,₹84,https://www.1mg.com/otc/bakson-s-homeopathy-s-cure-cream-otc326015
Dr Willmar Schwabe India Ginseng Mother Tincture Q,30 ml,₹335,₹300,https://www.1mg.com/otc/dr-willmar-schwabe-india-ginseng-mother-tincture-q-otc391010
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
SBL Janosia Ashoka Mother Tincture Q,30 ml,₹105,₹99.2,https://www.1mg.com/otc/sbl-janosia-ashoka-mother-tincture-q-otc338445
Dr Willmar Schwabe India Arsenicum Album Dilution 30 CH,30 ml,₹100,₹87,https://www.1mg.com/otc/dr-willmar-schwabe-india-arsenicum-album-dilution-30-ch-otc396377
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
